"","intron_motif","startID","endID","maxCount","quantileValueN","passedExpression","passed","maxDJaccard","passedVariability","b_jaccard","rho_jaccard","hgnc_symbol","annotatedJunction"
"378","GT-AG",250,916,4,10.1,FALSE,FALSE,0.327272727272727,TRUE,-3.50510200862663,0.162730714024953,"GATD3A","start"
"379","GT-AG",251,916,1,2.65,FALSE,FALSE,0.5,TRUE,-0.131567679390594,0.961079409637785,"GATD3A","none"
"380","GT-AG",252,917,6,6,FALSE,FALSE,0,FALSE,2.87619175979206,0.984044306146435,"TRPM2;snoZ6;snoZ6_2","both"
"381","GT-AG",253,918,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.959771847241284,"TRPM2","both"
"382","GT-AG",254,919,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526,"TSPEAR-AS2","both"
"383","GT-AG",255,920,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526,"LINC01424","both"
"384","GC-AG",256,921,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000040097874,"LINC00334;LINC00205;BX322557.1;COL18A1;LINC01694;PCBP3;AJ011931.1;AJ239328.1;AJ011932.1;COL6A1","none"
"385","GT-AG",257,922,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.971678352369764,NA,"none"
"386","GT-AG",258,923,1,1.55,FALSE,FALSE,0.333333333333333,TRUE,-0.479579054559674,0.00933024608463391,"LINC00205","start"
"387","GT-AG",258,924,1,2.1,FALSE,FALSE,0.611111111111111,TRUE,-0.304452243772342,0.00808468096023382,"LINC00205","both"
"388","GT-AG",259,924,1,1.55,FALSE,FALSE,0.583333333333333,TRUE,0.239789527279837,0.00933025000626233,"LINC00205","end"
"389","GT-AG",260,925,3,2.55,FALSE,FALSE,0,FALSE,2.28057627737739,0.978072960903563,"LINC00205","both"
"390","GT-AG",261,926,1,1.55,FALSE,FALSE,0.5,TRUE,1.77635683940025e-16,0.00933022768034875,"LINC00205","start"
"391","GT-AG",261,927,1,1.55,FALSE,FALSE,0.4,TRUE,-0.959158109119348,0.00933024041479818,"LINC00205","start"
"392","GT-AG",261,928,1,1.55,FALSE,FALSE,0.6,TRUE,-0.304452243772342,0.951023603262442,"LINC00205","both"
"393","GT-AG",262,929,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999984731113,"COL18A1","none"
"394","GT-AG",263,930,2,1.55,FALSE,FALSE,0.666666666666667,TRUE,0.304452243772342,0.936623141299451,"COL18A1","both"
"395","GT-AG",264,930,1,1.55,FALSE,FALSE,0.666666666666667,TRUE,-0.304452243772342,0.936623034601842,"COL18A1","end"
"396","GT-AG",265,931,3,2.1,FALSE,FALSE,0,FALSE,1.06276730228803,0.946240805247355,"COL18A1","both"
"397","GT-AG",266,932,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526,"COL18A1","both"
"398","GT-AG",267,933,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.972357804988242,"COL18A1","both"
"399","GT-AG",268,934,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000067866047,"COL18A1","both"
"400","GT-AG",269,935,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991672702,"COL18A1","both"
"401","GT-AG",270,936,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.970121244442233,"COL18A1","both"
"402","GT-AG",271,937,2,2,FALSE,FALSE,0,FALSE,1.80785212394387,0.967198549819648,"COL18A1","both"
"403","GT-AG",272,938,2,2,FALSE,FALSE,0,FALSE,1.08848354210436,0.980925279573774,"COL18A1","both"
"404","GT-AG",273,939,5,3.2,FALSE,FALSE,0,FALSE,1.11255114511194,0.944009755438513,"COL18A1","both"
"405","GT-AG",274,940,3,2.55,FALSE,FALSE,0,FALSE,0.647850964220857,0.985561617678007,"COL18A1","both"
"406","GT-AG",275,941,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.9601705942441,"COL18A1","both"
"407","GT-AG",276,942,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.93581720851516,"COL18A1","both"
"408","GT-AG",277,943,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.947692019237914,"COL18A1","both"
"409","GT-AG",278,944,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.499999991664708,"COL18A1","both"
"410","GT-AG",279,945,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.940512786270466,"COL18A1","both"
"411","GT-AG",280,946,2,2,FALSE,FALSE,0,FALSE,1.3282730693842,0.96586852845828,"COL18A1","both"
"412","GT-AG",281,947,2,2,FALSE,FALSE,0,FALSE,0.848694014824521,0.978697430709877,"COL18A1","both"
"413","GT-AG",282,948,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000000001082,"COL18A1","both"
"414","GT-AG",283,949,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000008316998,"COL18A1","both"
"415","GT-AG",284,950,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000008335826,"COL18A1","both"
"416","GT-AG",285,951,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.949069035393096,"COL18A1","both"
"417","GT-AG",286,952,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000000005448,"COL18A1","both"
"418","GT-AG",287,953,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000119394912,"COL18A1","both"
"419","GT-AG",288,954,1,1,FALSE,FALSE,0,FALSE,1.67852669095886,0.499999904588795,"COL18A1","both"
"420","GT-AG",289,955,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.971512506359974,"COL18A1","both"
"421","GT-AG",290,956,4,3.1,FALSE,FALSE,0,FALSE,1.69963027605463,0.980125769427239,"COL18A1","both"
"422","GT-AG",291,957,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.973526852456743,"COL18A1","both"
"423","GT-AG",292,958,2,2,FALSE,FALSE,0,FALSE,1.08848354210436,0.976459981728158,"COL18A1","both"
"424","GT-AG",293,959,3,2.55,FALSE,FALSE,0,FALSE,1.43188226255287,0.972108071402762,"COL18A1","both"
"425","GT-AG",294,960,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000035503737,"COL18A1","both"
"426","GT-AG",295,961,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000040097874,"COL18A1","both"
"427","GT-AG",296,962,1,2.1,FALSE,FALSE,0.8,TRUE,-0.822977775008188,0.973731358523191,"COL18A1","start"
"428","GT-AG",296,963,3,2.1,FALSE,FALSE,0.8,TRUE,0.822977775008189,0.973731393677795,"COL18A1","both"
"429","GT-AG",297,964,2,2,FALSE,FALSE,0,FALSE,1.87251484043637,0.97709677347156,"COL18A1","both"
"430","GT-AG",298,965,4,3.1,FALSE,FALSE,0,FALSE,2.1792093306143,0.980867382344613,"COL18A1","both"
"431","GT-AG",299,966,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.95187377030723,"COL18A1","both"
"432","GT-AG",300,967,7,5.2,FALSE,FALSE,0,FALSE,1.72882481727199,0.975372327664488,"COL18A1","both"
"433","GT-AG",301,968,8,5.74999999999999,FALSE,FALSE,0,FALSE,2.35090623257979,0.979802537766202,"COL18A1","both"
"434","GC-AG",302,969,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.971678352369764,NA,"none"
"435","GT-AG",303,970,1,2.65,FALSE,FALSE,0.5,TRUE,-0.131567679390594,0.985804452636759,"PCBP3","start"
"436","GT-AG",303,971,3,3.1,FALSE,FALSE,0.5,TRUE,-0.440632577883502,0.393472493431714,"PCBP3","end"
"437","GT-AG",303,972,1,4.2,FALSE,FALSE,0.125,TRUE,-0.937424334324612,0.00287553256258864,"PCBP3","none"
"438","GT-AG",304,973,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907,"PCBP3","none"
"439","GT-AG",305,971,1,2.1,FALSE,FALSE,0.666666666666667,TRUE,-0.343398720448514,0.98239683902932,"PCBP3","end"
"440","GT-AG",306,971,1,2.1,FALSE,FALSE,0.666666666666667,TRUE,-0.343398720448514,0.956220925808968,"PCBP3","both"
"441","GT-AG",307,974,1,2,FALSE,FALSE,0.25,TRUE,-0.304452243772342,0.0118651693409569,"PCBP3","start"
"442","GT-AG",307,972,2,2.55,FALSE,FALSE,0.375,TRUE,-0.414916338067169,0.00653782508149373,"PCBP3","both"
"443","GT-AG",308,972,1,2.1,FALSE,FALSE,0.75,TRUE,-0.583188247728352,0.948452135348154,"PCBP3","end"
"444","GT-AG",309,972,1,2.1,FALSE,FALSE,0.75,TRUE,-0.583188247728352,0.949735083374291,"PCBP3","end"
"445","GT-AG",310,975,1,4.1,FALSE,FALSE,0.75,TRUE,-0.801244000213452,0.976627781939756,"PCBP3","start"
"446","GT-AG",310,976,1,4.1,FALSE,FALSE,0.2,TRUE,-0.740472166935278,0.00256692248350777,"PCBP3","start"
"447","GT-AG",310,977,4,4.1,FALSE,FALSE,0.533333333333333,TRUE,0.0211035850957671,0.00352619749884651,"PCBP3;AJ011931.1","both"
"448","GT-AG",311,978,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907,"PCBP3","none"
"449","GT-AG",312,977,1,3.55,FALSE,FALSE,0.222222222222222,TRUE,-0.740472166935278,0.00902174342512256,"PCBP3;AJ011931.1","end"
"450","GT-AG",313,979,6,5.1,FALSE,FALSE,0,FALSE,1.60542236809595,0.985480028307905,"PCBP3","both"
"451","GT-AG",314,980,6,5.55,FALSE,FALSE,0,FALSE,1.82347812058105,0.991557599447751,"PCBP3","both"
"452","GT-AG",315,981,4,4,FALSE,FALSE,0,FALSE,1.63035490484155,0.988421342415469,"PCBP3","both"
"453","GT-AG",316,982,4,4,FALSE,FALSE,0,FALSE,2.26497563220257,0.988793628092504,"PCBP3","both"
"454","GT-AG",317,983,4,3.55,FALSE,FALSE,0,FALSE,1.64134289529581,0.986538150652799,"PCBP3","both"
"455","GT-AG",318,984,3,4,FALSE,FALSE,0.666666666666667,TRUE,0.647850964220857,0.00275207189649372,"PCBP3","both"
"456","GT-AG",318,985,2,7.55,FALSE,FALSE,0.206632653061224,TRUE,-1.79199241032751,0.00627921634378535,"PCBP3;AJ239328.1","end"
"457","GT-AG",318,986,1,7,FALSE,FALSE,0.257142857142857,TRUE,-1.92152798912347,0.0420315966248722,"PCBP3;AJ239328.1","none"
"458","GT-AG",319,985,4,5,FALSE,FALSE,0.285714285714286,TRUE,1.39056537756172,0.00265201633195284,"PCBP3;AJ239328.1","both"
"459","GT-AG",320,986,4,5.1,FALSE,FALSE,0.5,TRUE,0.105851439574261,0.00310351109493697,"PCBP3;AJ239328.1","both"
"460","GT-AG",320,987,2,5.1,FALSE,FALSE,0.555555555555556,TRUE,-0.235176872559271,0.0022017382662434,"PCBP3;AJ239328.1","start"
"461","GT-AG",321,988,4,4,FALSE,FALSE,0.236111111111111,TRUE,1.42726960783231,0.00370518522708775,"PCBP3","both"
"462","GT-AG",321,989,1,8.1,FALSE,FALSE,0.193877551020408,TRUE,-2.11345120037597,0.0575629455406963,"PCBP3","start"
"463","GT-AG",322,989,7,5.65,FALSE,FALSE,0.392857142857143,TRUE,1.65730719965334,0.108991847299261,"PCBP3","both"
"464","GT-AG",323,990,4,4.1,FALSE,FALSE,0.244444444444444,TRUE,1.34937665447996,0.0032641247866301,"PCBP3","both"
"465","GT-AG",323,991,1,4.1,FALSE,FALSE,0.244444444444444,TRUE,-1.34937665447996,0.00326412727970412,"PCBP3","start"
"466","GT-AG",324,992,3,2.55,FALSE,FALSE,0,FALSE,1.97612403360505,0.980185162408955,"PCBP3","both"
"467","GT-AG",325,993,3,2.55,FALSE,FALSE,0,FALSE,1.19209273527304,0.986492574923501,"COL6A1","both"
"468","GT-AG",326,994,3,2.55,FALSE,FALSE,0,FALSE,0.887640491500694,0.971706087097791,"COL6A1","both"
"469","GT-AG",327,995,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000091915588,"COL6A1","both"
"470","GT-AG",328,996,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000117147554,"COL6A1","both"
"471","GT-AG",329,997,1,1,FALSE,FALSE,0,FALSE,1.19894763639919,0.500000039868539,"COL6A1","both"
"472","GT-AG",330,998,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000141461629,"COL6A1","both"
"473","GT-AG",331,999,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000008340295,"COL6A1","both"
"474","GT-AG",332,1000,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.971503874954375,"COL6A1","both"
"475","GT-AG",333,1001,1,1,FALSE,FALSE,0,FALSE,1.19894763639919,0.499999999993462,"COL6A1","both"
"476","GT-AG",334,1002,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.499999991661603,"COL6A1","both"
"477","GT-AG",335,1003,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991665523,"COL6A1","both"
"478","GT-AG",336,1004,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.958507979853939,"COL6A1","both"
"479","GT-AG",337,1005,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.978135482211565,"COL6A1","both"
"480","GT-AG",338,1006,4,2.65,FALSE,FALSE,0,FALSE,0.850936261230104,0.983859346259438,"COL6A1","both"
"481","GT-AG",339,1007,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999984731113,"COL6A1","both"
"482","GT-AG",340,1008,4,2.65,FALSE,FALSE,0,FALSE,0.850936261230104,0.983859346259438,"COL6A1","both"
"483","GT-AG",341,1009,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.978820203054868,"COL6A1","both"
"484","GT-AG",342,1010,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.974712345915714,"COL6A1","both"
"485","GT-AG",343,1011,3,2.1,FALSE,FALSE,0,FALSE,1.5423463568477,0.967764782454668,"COL6A1","both"
"486","GT-AG",344,1012,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.499999999992914,"COL6A1","both"
"487","GT-AG",345,1013,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.923899742092926,"COL6A1","both"
"488","GT-AG",346,1014,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991664551,"COL6A1","both"
"489","GT-AG",347,1015,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.972135486038972,"COL6A1","both"
"490","GT-AG",348,1016,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000043290377,"COL6A1","both"
"491","GT-AG",349,1017,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907,"COL6A1","both"
"492","GT-AG",350,1018,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991667576,"COL6A1","both"
"493","GT-AG",351,1019,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.934890474533781,"COL6A1","both"
"494","GT-AG",352,1020,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000040453024,"COL6A1","both"
"495","GT-AG",353,1021,1,1,FALSE,FALSE,0,FALSE,0.719368581839511,0.500000040453024,"COL6A1","both"
"496","GT-AG",354,1022,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.933762650240976,"COL6A1","both"
"497","GT-AG",355,1023,3,2.55,FALSE,FALSE,0,FALSE,1.12743001878053,0.971139107802474,"COL6A1","both"
"498","GT-AG",356,1024,6,4.2,FALSE,FALSE,0,FALSE,2.1542767938687,0.974588755552512,"COL6A1","both"
"499","GT-AG",357,1025,5,4.1,FALSE,FALSE,0,FALSE,1.92867401899398,0.989497879414006,"COL6A1","both"
"500","GT-AG",358,1026,3,2.55,FALSE,FALSE,0,FALSE,1.80099722281772,0.987967029603456,"COL6A1","both"
"501","GT-AG",359,1027,1,2.55,FALSE,FALSE,0.833333333333333,TRUE,-1.80099722281772,0.1380201720232,"MCM3AP-AS1","start"
"502","GT-AG",359,1028,2,3.65,FALSE,FALSE,0.7,TRUE,-1.11255114511194,0.00509589198249702,"MCM3AP-AS1","both"
"503","GT-AG",359,1029,2,5.55,FALSE,FALSE,0.362962962962963,TRUE,-2.17300997064948,0.055412318762512,"MCM3AP-AS1","end"
"504","GT-AG",359,1030,1,2.55,FALSE,FALSE,0.777777777777778,TRUE,-1.56120769553788,0.0177725270362974,"MCM3AP-AS1","none"
"505","GT-AG",360,1027,1,1,FALSE,FALSE,0.666666666666667,TRUE,-0.239789527279837,0.500000000005934,"MCM3AP-AS1","none"
"506","GT-AG",361,1031,2,3.55,FALSE,FALSE,0.722222222222222,TRUE,-0.850936261230105,0.0458920720656873,"MCM3AP-AS1","none"
"507","GT-AG",361,1028,3,3.55,FALSE,FALSE,0.574074074074074,TRUE,-1.56806259666403,0.0074733770977549,"MCM3AP-AS1","end"
"508","GT-AG",361,1029,2,6.2,FALSE,FALSE,0.3875,TRUE,-2.26621168719802,0.0201591809699531,"MCM3AP-AS1","end"
"509","GT-AG",362,1029,2,5.1,FALSE,FALSE,0.53125,TRUE,-0.210244335813666,0.00477451241706056,"MCM3AP-AS1","both"
"510","GT-AG",362,1030,1,2.55,FALSE,FALSE,0.833333333333333,TRUE,-1.45759850236921,0.0108418663292204,"MCM3AP-AS1","start"
"511","GT-AG",363,1029,2,4.55,FALSE,FALSE,0.277083333333333,TRUE,-1.60015417221406,0.00232507171087282,"MCM3AP-AS1","end"
"512","GT-AG",364,1032,1,5.1,FALSE,FALSE,0.145833333333333,TRUE,-2.35594819810825,0.00610349217045652,"MCM3AP-AS1","start"
"513","GT-AG",364,1033,1,5.1,FALSE,FALSE,0.78125,TRUE,-1.56186323669921,0.168570401846221,"MCM3AP-AS1","start"
"514","GT-AG",364,1034,4,5.1,FALSE,FALSE,0.510416666666667,TRUE,-0.200843050603665,0.119098208840174,"MCM3AP-AS1","both"
"515","GT-AG",364,1035,3,5.1,FALSE,FALSE,0.604166666666667,TRUE,-1.61323378476738,0.00505428298361491,"MCM3AP-AS1;AP001469.2","start"
"516","GT-AG",364,1036,1,5.1,FALSE,FALSE,0.375,TRUE,-1.77369427775713,0.0064965396859879,"MCM3AP-AS1;AP001469.2","start"
"517","GT-AG",365,1037,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499,"MCM3AP-AS1","none"
"518","GT-AG",366,1038,32,119.6,TRUE,TRUE,0.13484283703517,TRUE,-2.33381312848468,0.0270783606483675,"PRMT2","start"
"519","GT-AG",366,1039,7,116.3,FALSE,FALSE,0.0283098605257503,FALSE,-4.11443935924839,0.0124947665094005,"PRMT2","start"
"520","GT-AG",366,1040,3,117.3,FALSE,FALSE,0.0206790938169462,FALSE,-4.92957968042837,0.00172621242246685,"PRMT2","start"
"521","GT-AG",366,1041,93,156.35,TRUE,TRUE,0.220190531868841,TRUE,0.751065990662829,0.0527312902008421,"PRMT2","both"
"522","GT-AG",367,1040,1,40.35,FALSE,FALSE,0.0732456140350877,TRUE,-4.56188229860699,0.000383250344762441,"PRMT2","none"
"523","GT-AG",367,1041,53,131.3,TRUE,TRUE,0.165040823127166,TRUE,-1.63941558654604,0.040608266641081,"PRMT2","end"
"524","GT-AG",368,1042,3,127.15,FALSE,FALSE,0.0139577139195677,FALSE,-4.6888318479974,0.000207595247956531,"PRMT2","start"
"525","GT-AG",368,1043,144,139.05,TRUE,TRUE,0.0598190121980713,TRUE,1.85062887362923,0.000671181317052634,"PRMT2","both"
"526","GT-AG",368,1044,1,270.25,FALSE,FALSE,0.00358565737051793,FALSE,-7.29999226468147,0.000170804733016496,"PRMT2","end"
"527","GT-AG",369,1043,1,132.95,FALSE,FALSE,0.0101123595505618,FALSE,-6.49839083757689,0.00057188446042708,"PRMT2","end"
"528","GT-AG",370,1045,98,108.7,TRUE,TRUE,0.083929259928565,TRUE,1.63006941228954,0.0132525298649184,"PRMT2","both"
"529","GT-AG",370,1046,1,96.5,FALSE,FALSE,0.0132956152758133,FALSE,-6.03074429200943,0.000224801211328618,"PRMT2","start"
"530","GT-AG",371,1044,148,154.65,TRUE,TRUE,0.112191207023939,TRUE,2.70228696081259,0.00824966487804132,"PRMT2","both"
"531","GT-AG",371,1047,1,141.9,FALSE,FALSE,0.00774475524475525,FALSE,-6.46721692466468,0.000150516900180904,"PRMT2","start"
"532","GT-AG",372,1048,1,162.4,FALSE,FALSE,0.00569620253164557,FALSE,-6.85956775691431,0.000254228221770383,"PRMT2","start"
"533","GT-AG",372,1049,158,163.3,TRUE,FALSE,0.0476809966024043,FALSE,3.08261444416539,4.30400071173926e-05,"PRMT2","both"
"534","GT-AG",373,1050,5,87.6,FALSE,FALSE,0.0271400016713247,FALSE,-3.99996118012872,0.000126580060285034,"PRMT2","start"
"535","GT-AG",373,1051,1,87.6,FALSE,FALSE,0.0145161290322581,FALSE,-6.28102249235254,0.00122762039753429,"PRMT2","start"
"536","GT-AG",373,1052,1,87.6,FALSE,FALSE,0.00967741935483871,FALSE,-6.28156598052655,0.000350293305853743,"PRMT2","start"
"537","GT-AG",373,1053,54,100.25,TRUE,TRUE,0.202518039810866,TRUE,0.12532905095241,0.00912130102808499,"PRMT2","both"
"538","GT-AG",373,1054,2,148.5,FALSE,FALSE,0.0138086679321185,FALSE,-6.2840712001667,0.000139339502901072,"PRMT2","end"
"539","GT-AG",373,1055,2,123.3,FALSE,FALSE,0.0206036772216548,FALSE,-5.98853506981842,0.00758986228059528,"PRMT2","none"
"540","GT-AG",373,1056,4,115.35,FALSE,FALSE,0.0201912054955162,FALSE,-4.43811852959824,0.00107070547334333,"PRMT2","none"
"541","GT-AG",373,1057,8,123.2,FALSE,FALSE,0.056581566011498,TRUE,-3.7916799451433,0.00123971563312798,"PRMT2","none"
"542","GT-AG",374,1050,1,4.1,FALSE,FALSE,0.25,TRUE,-2.01905297530282,0.0042170788912971,"PRMT2","none"
"543","GT-AG",375,1054,70,93.95,TRUE,TRUE,0.073104171836393,TRUE,0.32972244377904,0.000174666279309315,"PRMT2","both"
"544","GT-AG",375,1058,1,86.95,FALSE,FALSE,0.0126760563380282,FALSE,-6.26381603320624,0.000816801776259313,"PRMT2","start"
"545","GT-AG",375,1057,1,127.2,FALSE,FALSE,0.00831972789115646,FALSE,-6.38652268627643,0.000114065538857637,"PRMT2","start"
"546","GT-AG",376,1055,50,55.15,TRUE,TRUE,0.301182449757335,TRUE,0.645610221216212,0.0438391042746666,"PRMT2","both"
"547","GT-AG",377,1059,1,30.3,FALSE,FALSE,0.035426731078905,FALSE,-4.92901907545386,0.000526549169459504,"PRMT2","start"
"548","GT-AG",377,1056,32,34.55,TRUE,TRUE,0.13404419545596,TRUE,2.12139552432556,0.00723421116357347,"PRMT2","both"
"549","GT-AG",378,1056,1,34,FALSE,FALSE,0.0391534391534391,FALSE,-5.05320121336863,0.000780634444957292,"PRMT2","end"
"550","GT-AG",379,1057,44,42.6,TRUE,TRUE,0.142993806359865,TRUE,1.90147041577653,0.000303708429673325,"PRMT2","both"
"551","GT-AG",380,1060,3,2.1,FALSE,FALSE,0,FALSE,0.583188247728352,0.98526933098266,NA,"none"
"552","GT-AG",381,1061,1,3.65,FALSE,FALSE,0.4,TRUE,-1.24187657809695,0.243659487960473,"TEKT4P2","start"
"553","GT-AG",381,1062,2,18.55,FALSE,FALSE,0.125187969924812,TRUE,-3.61126294996045,0.00881631446872396,"TEKT4P2","both"
"554","GT-AG",382,1061,3,19.55,FALSE,FALSE,0.113533834586466,TRUE,-3.52898117008432,0.0357778900449159,"TEKT4P2","none"
"555","GT-AG",382,1062,18,22.75,FALSE,FALSE,0.278538461538462,TRUE,1.97477576438346,0.0328501051693658,"TEKT4P2","end"
"556","GT-AG",382,1063,3,59,FALSE,FALSE,0.0710658374021545,TRUE,-4.56896615909281,0.00703938506793447,"TEKT4P2","end"
"557","GT-AG",383,1062,1,18.55,FALSE,FALSE,0.1,TRUE,-4.242408892605,0.0220637439987335,"TEKT4P2","end"
"558","GT-AG",384,1062,4,18.55,FALSE,FALSE,0.233709273182957,TRUE,-2.81834705112779,0.00261615559197898,"TEKT4P2","end"
"559","GT-AG",385,1063,26,79.55,TRUE,TRUE,0.299380015946392,TRUE,-0.570166970109919,0.0287009168910828,"TEKT4P2","both"
"560","GT-AG",386,1063,2,45.7,FALSE,FALSE,0.0623626373626374,TRUE,-4.96568857323295,0.000471812208713153,"TEKT4P2","end"
"561","GT-AG",387,1063,1,45.7,FALSE,FALSE,0.0428571428571429,FALSE,-5.27460696581967,0.00751969615906994,"TEKT4P2","end"
"562","GT-AG",388,1064,2,31.1,FALSE,FALSE,0.1,TRUE,-4.53590940535472,0.0151381757997712,"TEKT4P2","start"
"563","GT-AG",388,1065,1,31.1,FALSE,FALSE,0.0514880952380952,TRUE,-4.61574572171232,0.000930646472781324,"TEKT4P2","start"
"564","GT-AG",388,1066,1,31.1,FALSE,FALSE,0.0369047619047619,FALSE,-4.37388679949045,0.000359550130549118,"TEKT4P2","start"
"565","GT-AG",388,1067,28,50.15,TRUE,TRUE,0.221558790958244,TRUE,-0.0603181371733325,0.000243368749255014,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","both"
"566","GT-AG",389,1067,1,45.95,FALSE,FALSE,0.045,FALSE,-5.27811961030932,0.00524562006118862,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","end"
"567","GT-AG",390,1067,1,45.95,FALSE,FALSE,0.0257142857142857,FALSE,-5.28033238369233,0.000944421823858576,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","end"
"568","GT-AG",391,1068,1,17.55,FALSE,FALSE,0.0529411764705882,TRUE,-4.12942948405419,0.00180753463280105,"TEKT4P2","none"
"569","GT-AG",391,1069,1,17.55,FALSE,FALSE,0.0833333333333333,TRUE,-3.87838778025005,0.00114852759207442,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","none"
"570","GT-AG",391,1067,18,45.95,FALSE,FALSE,0.270378441793076,TRUE,-0.745825706009343,0.0237664677391839,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","end"
"571","GT-AG",392,1067,1,45.95,FALSE,FALSE,0.0475609756097561,FALSE,-5.03528670483544,0.000564335047318108,"TEKT4P2;CR392039.4;CR392039.2_2;CR392039.1_2","end"
"572","GT-AG",393,1067,2,45.95,FALSE,FALSE,0.0646666666666667,TRUE,-4.96908772903439,0.00412459767409857,"TEKT4P2;CR392039.2_2;CR392039.1_2","end"
"573","GT-AG",394,1067,1,45.95,FALSE,FALSE,0.018,FALSE,-5.28120656098153,0.000529189018766626,"TEKT4P2;CR392039.2_2;CR392039.1_2","end"
"574","GT-AG",395,1067,2,45.95,FALSE,FALSE,0.0601798941798942,TRUE,-3.78449660798643,0.000470957514994969,"TEKT4P2","end"
"575","GT-AG",396,1070,1,42.85,FALSE,FALSE,0.0375,FALSE,-5.01253847292078,0.0016801341290591,"TEKT4P2","start"
"576","GT-AG",396,1071,36,58.05,TRUE,TRUE,0.346609794997471,TRUE,0.0510560105439302,0.012358538631497,"TEKT4P2","both"
"577","GT-AG",396,1072,1,42.85,FALSE,FALSE,0.0375,FALSE,-5.01253847292078,0.0016801341290591,"TEKT4P2","start"
"578","GT-AG",397,1073,3,2.1,FALSE,FALSE,0,FALSE,1.5423463568477,0.96397319326047,"TPTE;AF254983.1;BAGE2","both"
"579","GT-AG",398,1074,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.980915276636358,"TPTE;AF254983.1;BAGE2","both"
